task,subj_tot,subj_train,subj_val,subj_test,sample_tot,sample_train,sample_val,sample_test,ratio_train,ratio_val,ratio_test,sample_train_class_0,sample_train_class_1,sample_train_class_2,ratio_train_class_0,ratio_train_class_1,ratio_train_class_2,sample_val_class_0,sample_val_class_1,sample_val_class_2,ratio_val_class_0,ratio_val_class_1,ratio_val_class_2,sample_test_class_0,sample_test_class_1,sample_test_class_2,ratio_test_class_0,ratio_test_class_1,ratio_test_class_2,baseline
alzheimer,88.0,62.0,17.0,9.0,17604.0,12341.0,3439.0,1824.0,0.7010338559418314,0.19535332878891162,0.10361281526925699,4168.0,2913.0,5260.0,0.3377360019447371,0.236042460092375,0.4262215379628879,1230.0,966.0,1243.0,0.35766211107880197,0.28089560918871764,0.3614422797324804,698.0,297.0,829.0,0.3826754385964912,0.16282894736842105,0.4544956140350877,0.3795200205832564
alzheimer,88.0,63.0,16.0,9.0,17604.0,12645.0,3135.0,1824.0,0.7183026584867076,0.17808452624403545,0.10361281526925699,4386.0,3160.0,5099.0,0.3468564650059312,0.24990114669829971,0.4032423882957691,1012.0,719.0,1404.0,0.32280701754385965,0.22934609250398724,0.4478468899521531,698.0,297.0,829.0,0.3826754385964912,0.16282894736842105,0.4544956140350877,0.3795200205832564
alzheimer,88.0,64.0,15.0,9.0,17604.0,12995.0,2785.0,1824.0,0.7381845035219269,0.15820268120881617,0.10361281526925699,4385.0,3140.0,5470.0,0.33743747595228935,0.241631396691035,0.42093112735667565,1013.0,739.0,1033.0,0.3637342908438061,0.26535008976660684,0.37091561938958706,698.0,297.0,829.0,0.3826754385964912,0.16282894736842105,0.4544956140350877,0.3795200205832564
alzheimer,88.0,63.0,16.0,9.0,17604.0,12514.0,3301.0,1789.0,0.7108611679163827,0.1875142013178823,0.10162463076573507,4492.0,2840.0,5182.0,0.3589579670768739,0.22694582068083746,0.41409621224228865,1010.0,808.0,1483.0,0.3059678885186307,0.24477431081490458,0.4492578006664647,594.0,528.0,667.0,0.3320290665176076,0.2951369480156512,0.3728339854667412,0.33635429981556125
alzheimer,88.0,63.0,16.0,9.0,17604.0,12482.0,3333.0,1789.0,0.7090433992274483,0.18933197000681662,0.10162463076573507,4369.0,3001.0,5112.0,0.35002403460983816,0.24042621374779682,0.409549751642365,1133.0,647.0,1553.0,0.33993399339933994,0.19411941194119411,0.465946594659466,594.0,528.0,667.0,0.3320290665176076,0.2951369480156512,0.3728339854667412,0.33635429981556125
alzheimer,88.0,63.0,16.0,9.0,17604.0,12524.0,3291.0,1789.0,0.7114292206316746,0.18694614860259032,0.10162463076573507,4272.0,2841.0,5411.0,0.34110507824976044,0.22684445863941233,0.43205046311082723,1230.0,807.0,1254.0,0.37374658158614404,0.24521422060164083,0.3810391978122151,594.0,528.0,667.0,0.3320290665176076,0.2951369480156512,0.3728339854667412,0.33635429981556125
alzheimer,88.0,63.0,16.0,9.0,17604.0,12710.0,3105.0,1789.0,0.7219950011361055,0.17638036809815952,0.10162463076573507,4386.0,3001.0,5323.0,0.34508261211644375,0.23611329661683714,0.41880409126671914,1116.0,647.0,1342.0,0.35942028985507246,0.20837359098228664,0.4322061191626409,594.0,528.0,667.0,0.3320290665176076,0.2951369480156512,0.3728339854667412,0.33635429981556125
alzheimer,88.0,64.0,15.0,9.0,17604.0,13030.0,2785.0,1789.0,0.7401726880254488,0.15820268120881617,0.10162463076573507,4489.0,2909.0,5632.0,0.344512663085188,0.22325402916346893,0.43223330775134305,1013.0,739.0,1033.0,0.3637342908438061,0.26535008976660684,0.37091561938958706,594.0,528.0,667.0,0.3320290665176076,0.2951369480156512,0.3728339854667412,0.33635429981556125
alzheimer,88.0,64.0,16.0,8.0,17604.0,12820.0,3405.0,1379.0,0.7282435810043172,0.19342194955691888,0.07833446943876392,4425.0,3018.0,5377.0,0.3451638065522621,0.23541341653666148,0.41942277691107643,1253.0,808.0,1344.0,0.3679882525697504,0.23729809104258442,0.3947136563876652,418.0,350.0,611.0,0.30311820159535896,0.25380710659898476,0.4430746918056563,0.3526138740172304
alzheimer,88.0,64.0,16.0,8.0,17604.0,13007.0,3218.0,1379.0,0.7388661667802772,0.18279936378095887,0.07833446943876392,4586.0,3179.0,5242.0,0.3525793803336665,0.24440685784577534,0.40301376182055815,1092.0,647.0,1479.0,0.33934120571783716,0.20105655686761964,0.4596022374145432,418.0,350.0,611.0,0.30311820159535896,0.25380710659898476,0.4430746918056563,0.3526138740172304
alzheimer,88.0,63.0,17.0,8.0,17604.0,12789.0,3436.0,1379.0,0.726482617586912,0.19518291297432402,0.07833446943876392,4429.0,2882.0,5478.0,0.3463132379388537,0.22534991007897412,0.4283368519821722,1249.0,944.0,1243.0,0.36350407450523864,0.27473806752037255,0.3617578579743888,418.0,350.0,611.0,0.30311820159535896,0.25380710659898476,0.4430746918056563,0.3526138740172304
alzheimer,88.0,64.0,16.0,8.0,17604.0,13101.0,3124.0,1379.0,0.7442058623040219,0.17745966825721426,0.07833446943876392,4607.0,3138.0,5356.0,0.35165254560720555,0.23952370048087931,0.4088237539119151,1071.0,688.0,1365.0,0.34282970550576186,0.22023047375160051,0.43693982074263765,418.0,350.0,611.0,0.30311820159535896,0.25380710659898476,0.4430746918056563,0.3526138740172304
alzheimer,88.0,65.0,15.0,8.0,17604.0,13183.0,3042.0,1379.0,0.748863894569416,0.17280163599182005,0.07833446943876392,4665.0,3087.0,5431.0,0.3538648259121596,0.23416521277402716,0.41196996131381325,1013.0,739.0,1290.0,0.3330046022353715,0.24293228139381987,0.4240631163708087,418.0,350.0,611.0,0.30311820159535896,0.25380710659898476,0.4430746918056563,0.3526138740172304
alzheimer,88.0,64.0,16.0,8.0,17604.0,12741.0,3274.0,1589.0,0.7237559645535105,0.18598045898659396,0.09026357645989548,4442.0,3073.0,5226.0,0.3486382544541245,0.24118985950867278,0.4101718860372027,1058.0,733.0,1483.0,0.3231521075137447,0.22388515577275503,0.4529627367135003,596.0,370.0,623.0,0.3750786658275645,0.2328508495909377,0.3920704845814978,0.3486227885941778
alzheimer,88.0,64.0,16.0,8.0,17604.0,12565.0,3450.0,1589.0,0.7137582367643718,0.19597818677573278,0.09026357645989548,4426.0,2983.0,5156.0,0.35224830879426977,0.23740549144448866,0.41034619976124154,1074.0,823.0,1553.0,0.31130434782608696,0.23855072463768115,0.45014492753623186,596.0,370.0,623.0,0.3750786658275645,0.2328508495909377,0.3920704845814978,0.3486227885941778
alzheimer,88.0,63.0,17.0,8.0,17604.0,12659.0,3356.0,1589.0,0.7190979322881164,0.19063849125198817,0.09026357645989548,4191.0,3013.0,5455.0,0.331068804802907,0.23801248123864444,0.43091871395844855,1309.0,793.0,1254.0,0.3900476758045292,0.2362932061978546,0.3736591179976162,596.0,370.0,623.0,0.3750786658275645,0.2328508495909377,0.3920704845814978,0.3486227885941778
alzheimer,88.0,64.0,16.0,8.0,17604.0,12932.0,3083.0,1589.0,0.7346057714155874,0.17513065212451714,0.09026357645989548,4488.0,3087.0,5357.0,0.3470460872254872,0.23871017630683575,0.4142437364676771,1012.0,719.0,1352.0,0.32825170288679856,0.23321440155692508,0.43853389555627637,596.0,370.0,623.0,0.3750786658275645,0.2328508495909377,0.3920704845814978,0.3486227885941778
alzheimer,88.0,65.0,15.0,8.0,17604.0,13163.0,2852.0,1589.0,0.7477277891388321,0.16200863440127244,0.09026357645989548,4453.0,3068.0,5642.0,0.33829674086454453,0.23307756590442907,0.42862569323102634,1047.0,738.0,1067.0,0.36711079943899017,0.258765778401122,0.3741234221598878,596.0,370.0,623.0,0.3750786658275645,0.2328508495909377,0.3920704845814978,0.3486227885941778
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,43.0,11.0,6.0,9000.0,6450.0,1650.0,900.0,0.7166666666666667,0.18333333333333332,0.1,3225.0,3225.0,0.0,0.5,0.5,0.0,825.0,825.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
eyes,60.0,44.0,10.0,6.0,9000.0,6600.0,1500.0,900.0,0.7333333333333333,0.16666666666666666,0.1,3300.0,3300.0,0.0,0.5,0.5,0.0,750.0,750.0,0.0,0.5,0.5,0.0,450.0,450.0,0.0,0.5,0.5,0.0,0.5
